id,timestamp,event,url,canonical_id,selector,xpath,type
1,1767167834066,scroll,https://github.com/,element:unknown,,,generic
2,1767167834475,scroll,https://github.com/,element:unknown,,,generic
3,1767167835643,focus,https://github.com/,button:unknown,body.logged-in > div.logged-in > div.position-relative > header.AppHeader > div.AppHeader-globalBar > div.AppHeader-globalBar-end > div.AppHeader-user > deferred-side-panel > include-fragment > react-partial-anchor > button.Button--invisible,/html/body/div/div/header/div/div/div/deferred-side-panel/include-fragment/react-partial-anchor/button,button
4,1767167835859,click,https://github.com/,generic_element:unknown,body.logged-in > div.logged-in > div.position-relative > header.AppHeader > div.AppHeader-globalBar > div.AppHeader-globalBar-end > div.AppHeader-user > deferred-side-panel > include-fragment > react-partial-anchor > button.Button--invisible > span.Button-content > span.Button-label > img.avatar,/html/body/div/div/header/div/div/div/deferred-side-panel/include-fragment/react-partial-anchor/button/span/span/img,generic_element
5,1767167835911,blur,https://github.com/,button:unknown,body.logged-in > div.logged-in > div.position-relative > header.AppHeader > div.AppHeader-globalBar > div.AppHeader-globalBar-end > div.AppHeader-user > deferred-side-panel > include-fragment > react-partial-anchor > button.Button--invisible,/html/body/div/div/header/div/div/div/deferred-side-panel/include-fragment/react-partial-anchor/button,button
6,1767167835911,focus,https://github.com/,button:r16,#:r16:,/html/body/div/div/div/div/div/button,button
7,1767167836255,blur,https://github.com/,button:r16,#:r16:,/html/body/div/div/div/div/div/button,button
8,1767167837336,focus,https://github.com/,link:r1e,#:r1e:,/html/body/div/div/div/div/div/div/ul/li/a,link
9,1767167837556,click,https://github.com/,generic_element:r1e_label,#:r1e:--label,/html/body/div/div/div/div/div/div/ul/li/a/span/span,generic_element
10,1767167838310,blur,https://github.com/,link:r1e,#:r1e:,/html/body/div/div/div/div/div/div/ul/li/a,link
11,1767167838315,visibility_change,https://github.com/,element:unknown,,,generic
12,1767168051965,focus,https://github.com/,button:unknown,body.logged-in > div.logged-in > div.position-relative > header.AppHeader > div.AppHeader-globalBar > div.AppHeader-globalBar-end > div.AppHeader-user > deferred-side-panel > include-fragment > react-partial-anchor > button.Button--invisible,/html/body/div/div/header/div/div/div/deferred-side-panel/include-fragment/react-partial-anchor/button,button
13,1767168052184,click,https://github.com/,generic_element:unknown,body.logged-in > div.logged-in > div.position-relative > header.AppHeader > div.AppHeader-globalBar > div.AppHeader-globalBar-end > div.AppHeader-user > deferred-side-panel > include-fragment > react-partial-anchor > button.Button--invisible > span.Button-content > span.Button-label > img.avatar,/html/body/div/div/header/div/div/div/deferred-side-panel/include-fragment/react-partial-anchor/button/span/span/img,generic_element
14,1767168052238,blur,https://github.com/,button:unknown,body.logged-in > div.logged-in > div.position-relative > header.AppHeader > div.AppHeader-globalBar > div.AppHeader-globalBar-end > div.AppHeader-user > deferred-side-panel > include-fragment > react-partial-anchor > button.Button--invisible,/html/body/div/div/header/div/div/div/deferred-side-panel/include-fragment/react-partial-anchor/button,button
15,1767168052239,focus,https://github.com/,button:r16,#:r16:,/html/body/div/div/div/div/div/button,button
16,1767168053092,blur,https://github.com/,button:r16,#:r16:,/html/body/div/div/div/div/div/button,button
17,1767168055278,focus,https://github.com/,button:r16,#:r16:,/html/body/div/div/div/div/div/button,button
18,1767168055488,click,https://github.com/,button:r16,#:r16:,/html/body/div/div/div/div/div/button,button
19,1767168055515,blur,https://github.com/,button:r16,#:r16:,/html/body/div/div/div/div/div/button,button
20,1767168055515,focus,https://github.com/,generic_element:r21,#:r21:,/html/body/div/div/div/div/div/ul/li/ul/li,generic_element
21,1767168056920,click,https://github.com/,generic_element:r21_label,#:r21:--label,/html/body/div/div/div/div/div/ul/li/ul/li/div/span/div/span,generic_element
22,1767168056930,blur,https://github.com/,generic_element:r21,#:r21:,/html/body/div/div/div/div/div/ul/li/ul/li,generic_element
23,1767168056930,focus,https://github.com/,button:r16,#:r16:,/html/body/div/div/div/div/div/button,button
24,1767168058114,visibility_change,https://github.com/,element:unknown,,,generic
25,1767168061866,focus,https://github.com/,link:autopattern_autopatt,body.logged-in > div.logged-in > div.application-main > div.color-bg-default > div.d-md-flex > aside.feed-left-sidebar > div.dashboard-sidebar > div.top-0 > loading-context.loading-context > div > div.px-4 > div.Details > div.js-repos-container > ul.list-style-none > li.public > div.width-full > div.wb-break-word > a.color-fg-default,/html/body/div/div/div/div/aside/div/div/loading-context/div/div/div/div/ul/li/div/div/a,link
26,1767168062079,click,https://github.com/,link:autopattern_autopatt,body.logged-in > div.logged-in > div.application-main > div.color-bg-default > div.d-md-flex > aside.feed-left-sidebar > div.dashboard-sidebar > div.top-0 > loading-context.loading-context > div > div.px-4 > div.Details > div.js-repos-container > ul.list-style-none > li.public > div.width-full > div.wb-break-word > a.color-fg-default,/html/body/div/div/div/div/aside/div/div/loading-context/div/div/div/div/ul/li/div/div/a,link
27,1767168063461,blur,https://github.com/,link:autopattern_autopatt,body.logged-in > div.logged-in > div.application-main > div.color-bg-default > div.d-md-flex > aside.feed-left-sidebar > div.dashboard-sidebar > div.top-0 > loading-context.loading-context > div > div.px-4 > div.Details > div.js-repos-container > ul.list-style-none > li.public > div.width-full > div.wb-break-word > a.color-fg-default,/html/body/div/div/div/div/aside/div/div/loading-context/div/div/div/div/ul/li/div/div/a,link
28,1767168063464,visibility_change,https://github.com/,element:unknown,,,generic
29,1767168065466,focus,https://github.com/autopattern/autopattern,link:10_commits,body.logged-in > div.logged-in > div.application-main > div > main > turbo-frame > div.repository-content > div.clearfix > div > div.Layout > div.Layout-main > react-partial.loaded > div > div.OverviewContent-module__Box--uNd1J > div.OverviewContent-module__Box_11--Tqhu2 > div > table.Table-module__Box--KyMHK > tbody > tr.DirectoryContent-module__Box_3--zI0N1 > td.bgColor-muted > div.LatestCommit-module__Box--Fimpo > div.d-flex > div.d-flex > a.prc-Button-ButtonBase-9n-Xk,/html/body/div/div/div/main/turbo-frame/div/div/div/div/div/react-partial/div/div/div/div/table/tbody/tr/td/div/div/div/a,link
30,1767168065678,click,https://github.com/autopattern/autopattern,generic_element:10_commits,body.logged-in > div.logged-in > div.application-main > div > main > turbo-frame > div.repository-content > div.clearfix > div > div.Layout > div.Layout-main > react-partial.loaded > div > div.OverviewContent-module__Box--uNd1J > div.OverviewContent-module__Box_11--Tqhu2 > div > table.Table-module__Box--KyMHK > tbody > tr.DirectoryContent-module__Box_3--zI0N1 > td.bgColor-muted > div.LatestCommit-module__Box--Fimpo > div.d-flex > div.d-flex > a.prc-Button-ButtonBase-9n-Xk > span.prc-Button-ButtonContent-Iohp5 > span.prc-Button-Label-FWkx3 > span.fgColor-default,/html/body/div/div/div/main/turbo-frame/div/div/div/div/div/react-partial/div/div/div/div/table/tbody/tr/td/div/div/div/a/span/span/span,generic_element
31,1767168067227,blur,https://github.com/autopattern/autopattern/commits/main/,link:10_commits,body.logged-in > div.logged-in > div.application-main > div > main > turbo-frame > div.repository-content > div.clearfix > div > div.Layout > div.Layout-main > react-partial.loaded > div > div.OverviewContent-module__Box--uNd1J > div.OverviewContent-module__Box_11--Tqhu2 > div > table.Table-module__Box--KyMHK > tbody > tr.DirectoryContent-module__Box_3--zI0N1 > td.bgColor-muted > div.LatestCommit-module__Box--Fimpo > div.d-flex > div.d-flex > a.prc-Button-ButtonBase-9n-Xk,/html/body/div/div/div/main/turbo-frame/div/div/div/div/div/react-partial/div/div/div/div/table/tbody/tr/td/div/div/div/a,link
32,1767168080253,visibility_change,https://github.com/autopattern/autopattern/commits/main/,element:unknown,,,generic
33,1767168172320,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > iframe.docs-texteventtarget-iframe,/html/body/iframe,generic_element
34,1767168177864,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > iframe.docs-texteventtarget-iframe,/html/body/iframe,generic_element
35,1767168177869,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:dialog,body.docs-gm > div.docs-material > div.modal-dialog,/html/body/div/div,generic_element
36,1767168180904,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:dialog,body.docs-gm > div.docs-material > div.modal-dialog,/html/body/div/div,generic_element
37,1767168181168,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic
38,1767168258555,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:dialog,body.docs-gm > div.docs-material > div.modal-dialog,/html/body/div/div,generic_element
39,1767168258564,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic
40,1767168268923,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:dialog,body.docs-gm > div.docs-material > div.modal-dialog,/html/body/div/div,generic_element
41,1767168268923,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > iframe.docs-texteventtarget-iframe,/html/body/iframe,generic_element
42,1767168269114,click,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > div > div > div.kix-appview > div.kix-appview-editor-container > div.kix-appview-editor > div > div.kix-rotatingtilemanager,/html/body/div/div/div/div/div/div/div,generic_element
43,1767168270134,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > iframe.docs-texteventtarget-iframe,/html/body/iframe,generic_element
44,1767168270135,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:ok,body.docs-gm > div.docs-material > div.modal-dialog > div.modal-dialog-buttons > button.goog-buttonset-default,/html/body/div/div/div/button,button
45,1767168270346,click,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:ok,body.docs-gm > div.docs-material > div.modal-dialog > div.modal-dialog-buttons > button.goog-buttonset-default,/html/body/div/div/div/button,button
46,1767168270366,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:ok,body.docs-gm > div.docs-material > div.modal-dialog > div.modal-dialog-buttons > button.goog-buttonset-default,/html/body/div/div/div/button,button
47,1767168270366,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > iframe.docs-texteventtarget-iframe,/html/body/iframe,generic_element
48,1767168271662,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > iframe.docs-texteventtarget-iframe,/html/body/iframe,generic_element
49,1767168271663,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:got_it,body.docs-gm > div.docs-material > div > div > div.appsElementsCowCalloutContainer > div.appsElementsPositionedSurfaceContainer > div > div.appsElementsCalloutAnchorPaddingContainer > span.appsElementsCalloutArrowAndContent > span.appsElementsCalloutContainer > div.javascriptMaterialdesignGm3WizCardElevated-card > span.appsElementsCalloutCardContentContainer > div.appsElementsCalloutBodyAndFooterContainer > div.appsElementsCalloutFooterContainer > div.appsElementsCalloutFooterButtonsContainer > button.javascriptMaterialdesignGm3WizButtonFilled-button,/html/body/div/div/div/div/div/div/div/span/span/div/span/div/div/div/button,button
50,1767168271879,click,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:got_it,body.docs-gm > div.docs-material > div > div > div.appsElementsCowCalloutContainer > div.appsElementsPositionedSurfaceContainer > div > div.appsElementsCalloutAnchorPaddingContainer > span.appsElementsCalloutArrowAndContent > span.appsElementsCalloutContainer > div.javascriptMaterialdesignGm3WizCardElevated-card > span.appsElementsCalloutCardContentContainer > div.appsElementsCalloutBodyAndFooterContainer > div.appsElementsCalloutFooterContainer > div.appsElementsCalloutFooterButtonsContainer > button.javascriptMaterialdesignGm3WizButtonFilled-button,/html/body/div/div/div/div/div/div/div/span/span/div/span/div/div/div/button,button
51,1767168271897,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:got_it,body.docs-gm > div.docs-material > div > div > div.appsElementsCowCalloutContainer > div.appsElementsPositionedSurfaceContainer > div > div.appsElementsCalloutAnchorPaddingContainer > span.appsElementsCalloutArrowAndContent > span.appsElementsCalloutContainer > div.javascriptMaterialdesignGm3WizCardElevated-card > span.appsElementsCalloutCardContentContainer > div.appsElementsCalloutBodyAndFooterContainer > div.appsElementsCalloutFooterContainer > div.appsElementsCalloutFooterButtonsContainer > button.javascriptMaterialdesignGm3WizButtonFilled-button,/html/body/div/div/div/div/div/div/div/span/span/div/span/div/div/div/button,button
52,1767168285458,heartbeat,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic
53,1767168310266,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic
54,1767168322711,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic
55,1767168338297,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic
56,1767168368925,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic
57,1767168370512,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic
